chr22:39090670-39090680	chr22	39090670	39090680
chr22:39205723-39205733	chr22	39205723	39205733
chr22:39502110-39502120	chr22	39502110	39502120
chr22:39618069-39618079	chr22	39618069	39618079
chr22:39618235-39618245	chr22	39618235	39618245
chr22:39694064-39694074	chr22	39694064	39694074
chr22:39809867-39809877	chr22	39809867	39809877
chr22:39907813-39907823	chr22	39907813	39907823
chr22:39908318-39908328	chr22	39908318	39908328
chr22:40818258-40818268	chr22	40818258	40818268
chr22:41479000-41479010	chr22	41479000	41479010
chr22:41517588-41517598	chr22	41517588	41517598
chr22:42174274-42174284	chr22	42174274	42174284
chr22:42179331-42179341	chr22	42179331	42179341
chr22:42317229-42317239	chr22	42317229	42317239
chr22:42929205-42929215	chr22	42929205	42929215
chr22:43013851-43013861	chr22	43013851	43013861
chr22:43229194-43229204	chr22	43229194	43229204
chr22:44154678-44154688	chr22	44154678	44154688
chr22:44640595-44640605	chr22	44640595	44640605
chr22:45679484-45679494	chr22	45679484	45679494
chr22:45910183-45910193	chr22	45910183	45910193
chr22:46562215-46562225	chr22	46562215	46562225
chr22:46615409-46615419	chr22	46615409	46615419
chr22:46769285-46769295	chr22	46769285	46769295
chr22:48646910-48646920	chr22	48646910	48646920
chr22:49052514-49052524	chr22	49052514	49052524
chr22:49620237-49620247	chr22	49620237	49620247
chr22:49801483-49801493	chr22	49801483	49801493
chr22:50304720-50304730	chr22	50304720	50304730
chr22:50327622-50327632	chr22	50327622	50327632
chr22:10961781-10961791	chr22	10961781	10961791
chr22:11062985-11062995	chr22	11062985	11062995
chr22:12166959-12166969	chr22	12166959	12166969
chr22:16698888-16698898	chr22	16698888	16698898
chr22:17119994-17120004	chr22	17119994	17120004
chr22:18577711-18577721	chr22	18577711	18577721
chr22:18970956-18970966	chr22	18970956	18970966
chr22:18971124-18971134	chr22	18971124	18971134
chr22:19171317-19171327	chr22	19171317	19171327
chr22:19432638-19432648	chr22	19432638	19432648
chr22:19518203-19518213	chr22	19518203	19518213
chr22:19718114-19718124	chr22	19718114	19718124
chr22:19820612-19820622	chr22	19820612	19820622
chr22:19876430-19876440	chr22	19876430	19876440
chr22:19973315-19973325	chr22	19973315	19973325
chr22:20130853-20130863	chr22	20130853	20130863
chr22:20131504-20131514	chr22	20131504	20131514
chr22:20181570-20181580	chr22	20181570	20181580
chr22:20181623-20181633	chr22	20181623	20181633
chr22:20299849-20299859	chr22	20299849	20299859
chr22:20606559-20606569	chr22	20606559	20606569
chr22:20964957-20964967	chr22	20964957	20964967
chr22:21629759-21629769	chr22	21629759	21629769
chr22:21658960-21658970	chr22	21658960	21658970
chr22:21867229-21867239	chr22	21867229	21867239
chr22:22557628-22557638	chr22	22557628	22557638
chr22:22810395-22810405	chr22	22810395	22810405
chr22:22856654-22856664	chr22	22856654	22856664
chr22:23017138-23017148	chr22	23017138	23017148
chr22:23094544-23094554	chr22	23094544	23094554
chr22:23129108-23129118	chr22	23129108	23129118
chr22:23436598-23436608	chr22	23436598	23436608
chr22:26404847-26404857	chr22	26404847	26404857
chr22:27670851-27670861	chr22	27670851	27670861
chr22:27800810-27800820	chr22	27800810	27800820
chr22:29307338-29307348	chr22	29307338	29307348
chr22:30290319-30290329	chr22	30290319	30290329
chr22:30694608-30694618	chr22	30694608	30694618
chr22:31490100-31490110	chr22	31490100	31490110
chr22:31753855-31753865	chr22	31753855	31753865
chr22:31945110-31945120	chr22	31945110	31945120
chr22:33058010-33058020	chr22	33058010	33058020
chr22:33920146-33920156	chr22	33920146	33920156
chr22:33920828-33920838	chr22	33920828	33920838
chr22:35416430-35416440	chr22	35416430	35416440
chr22:35458412-35458422	chr22	35458412	35458422
chr22:37019824-37019834	chr22	37019824	37019834
chr22:37338332-37338342	chr22	37338332	37338342
chr22:37350516-37350526	chr22	37350516	37350526
chr22:37519358-37519368	chr22	37519358	37519368
chr22:37802351-37802361	chr22	37802351	37802361
chr22:37805567-37805577	chr22	37805567	37805577
chr22:37805808-37805818	chr22	37805808	37805818
chr22:37819076-37819086	chr22	37819076	37819086
chr22:37905962-37905972	chr22	37905962	37905972
chr22:37906579-37906589	chr22	37906579	37906589
chr22:37906975-37906985	chr22	37906975	37906985
chr22:37908919-37908929	chr22	37908919	37908929
chr22:38249222-38249232	chr22	38249222	38249232
chr22:38752600-38752610	chr22	38752600	38752610
chr22:38843879-38843889	chr22	38843879	38843889
chr22:38843886-38843896	chr22	38843886	38843896
chr22:39146895-39146905	chr22	39146895	39146905
chr22:39678614-39678624	chr22	39678614	39678624
chr22:39684926-39684936	chr22	39684926	39684936
chr22:39685854-39685864	chr22	39685854	39685864
chr22:39995609-39995619	chr22	39995609	39995619
chr22:40045087-40045097	chr22	40045087	40045097
chr22:40045215-40045225	chr22	40045215	40045225
chr22:40335128-40335138	chr22	40335128	40335138
chr22:41696335-41696345	chr22	41696335	41696345
chr22:41949397-41949407	chr22	41949397	41949407
chr22:42153111-42153121	chr22	42153111	42153121
chr22:42283721-42283731	chr22	42283721	42283731
chr22:42341079-42341089	chr22	42341079	42341089
chr22:42553678-42553688	chr22	42553678	42553688
chr22:42622823-42622833	chr22	42622823	42622833
chr22:42649054-42649064	chr22	42649054	42649064
chr22:42656055-42656065	chr22	42656055	42656065
chr22:42693103-42693113	chr22	42693103	42693113
chr22:43151821-43151831	chr22	43151821	43151831
chr22:43343015-43343025	chr22	43343015	43343025
chr22:43343326-43343336	chr22	43343326	43343336
chr22:43343633-43343643	chr22	43343633	43343643
chr22:43993182-43993192	chr22	43993182	43993192
chr22:44498026-44498036	chr22	44498026	44498036
chr22:44640208-44640218	chr22	44640208	44640218
chr22:45679184-45679194	chr22	45679184	45679194
chr22:45880842-45880852	chr22	45880842	45880852
chr22:45976095-45976105	chr22	45976095	45976105
chr22:46027715-46027725	chr22	46027715	46027725
chr22:46061928-46061938	chr22	46061928	46061938
chr22:46103964-46103974	chr22	46103964	46103974
chr22:46250778-46250788	chr22	46250778	46250788
chr22:46577074-46577084	chr22	46577074	46577084
chr22:46590126-46590136	chr22	46590126	46590136
chr22:47153517-47153527	chr22	47153517	47153527
chr22:47385006-47385016	chr22	47385006	47385016
chr22:48158317-48158327	chr22	48158317	48158327
chr22:48520866-48520876	chr22	48520866	48520876
chr22:49960443-49960453	chr22	49960443	49960453
chr22:49983719-49983729	chr22	49983719	49983729
chr22:49999748-49999758	chr22	49999748	49999758
chr22:50058623-50058633	chr22	50058623	50058633
chr22:50179416-50179426	chr22	50179416	50179426
chr22:50187111-50187121	chr22	50187111	50187121
chr22:50293697-50293707	chr22	50293697	50293707
chr22:50446371-50446381	chr22	50446371	50446381
chr22:50481787-50481797	chr22	50481787	50481797
chr22:50531808-50531818	chr22	50531808	50531818
chr22:50705642-50705652	chr22	50705642	50705652
chr22:50720334-50720344	chr22	50720334	50720344
chr22:21418576-21418592	chr22	21418576	21418592
chr22:21982502-21982518	chr22	21982502	21982518
chr22:28009772-28009788	chr22	28009772	28009788
chr22:31616672-31616688	chr22	31616672	31616688
chr22:31829147-31829163	chr22	31829147	31829163
chr22:33271947-33271963	chr22	33271947	33271963
chr22:33806484-33806500	chr22	33806484	33806500
chr22:37334551-37334567	chr22	37334551	37334567
chr22:37905870-37905886	chr22	37905870	37905886
chr22:39832649-39832665	chr22	39832649	39832665
chr22:42932220-42932236	chr22	42932220	42932236
chr22:43104328-43104344	chr22	43104328	43104344
chr22:46587258-46587274	chr22	46587258	46587274
chr22:50804755-50804771	chr22	50804755	50804771
chr22:10953314-10953329	chr22	10953314	10953329
chr22:11052347-11052362	chr22	11052347	11052362
chr22:18958562-18958577	chr22	18958562	18958577
chr22:19724093-19724108	chr22	19724093	19724108
chr22:19798217-19798232	chr22	19798217	19798232
chr22:22098969-22098984	chr22	22098969	22098984
chr22:35583225-35583240	chr22	35583225	35583240
chr22:37088804-37088819	chr22	37088804	37088819
chr22:39066098-39066113	chr22	39066098	39066113
chr22:40399105-40399120	chr22	40399105	40399120
chr22:41857543-41857558	chr22	41857543	41857558
chr22:45722133-45722148	chr22	45722133	45722148
chr22:46867712-46867727	chr22	46867712	46867727
chr22:10719434-10719452	chr22	10719434	10719452
chr22:12072527-12072545	chr22	12072527	12072545
chr22:17191887-17191905	chr22	17191887	17191905
chr22:18089061-18089079	chr22	18089061	18089079
chr22:19172129-19172147	chr22	19172129	19172147
chr22:19621933-19621951	chr22	19621933	19621951
chr22:20131899-20131917	chr22	20131899	20131917
chr22:20239058-20239076	chr22	20239058	20239076
chr22:20981801-20981819	chr22	20981801	20981819
chr22:21258421-21258439	chr22	21258421	21258439
chr22:21549541-21549559	chr22	21549541	21549559
chr22:21982600-21982618	chr22	21982600	21982618
chr22:22935767-22935785	chr22	22935767	22935785
chr22:23181763-23181781	chr22	23181763	23181781
chr22:24272520-24272538	chr22	24272520	24272538
chr22:24290109-24290127	chr22	24290109	24290127
chr22:25120315-25120333	chr22	25120315	25120333
chr22:25971536-25971554	chr22	25971536	25971554
chr22:27919269-27919287	chr22	27919269	27919287
chr22:28920981-28920999	chr22	28920981	28920999
chr22:29204805-29204823	chr22	29204805	29204823
chr22:30574542-30574560	chr22	30574542	30574560
chr22:31098830-31098848	chr22	31098830	31098848
chr22:31945429-31945447	chr22	31945429	31945447
chr22:33519653-33519671	chr22	33519653	33519671
chr22:35148224-35148242	chr22	35148224	35148242
chr22:35416434-35416452	chr22	35416434	35416452
chr22:36386578-36386596	chr22	36386578	36386596
chr22:37200619-37200637	chr22	37200619	37200637
chr22:37230259-37230277	chr22	37230259	37230277
chr22:37244042-37244060	chr22	37244042	37244060
chr22:38176287-38176305	chr22	38176287	38176305
chr22:38202027-38202045	chr22	38202027	38202045
chr22:38272863-38272881	chr22	38272863	38272881
chr22:38374490-38374508	chr22	38374490	38374508
chr22:39950558-39950576	chr22	39950558	39950576
chr22:39994768-39994786	chr22	39994768	39994786
chr22:40818863-40818881	chr22	40818863	40818881
chr22:41021689-41021707	chr22	41021689	41021707
chr22:41021764-41021782	chr22	41021764	41021782
chr22:42269867-42269885	chr22	42269867	42269885
chr22:42519670-42519688	chr22	42519670	42519688
chr22:43014438-43014456	chr22	43014438	43014456
chr22:43151646-43151664	chr22	43151646	43151664
chr22:43343283-43343301	chr22	43343283	43343301
chr22:43904362-43904380	chr22	43904362	43904380
chr22:44048081-44048099	chr22	44048081	44048099
chr22:44702510-44702528	chr22	44702510	44702528
chr22:46151075-46151093	chr22	46151075	46151093
chr22:46262999-46263017	chr22	46262999	46263017
chr22:47124132-47124150	chr22	47124132	47124150
chr22:49750736-49750754	chr22	49750736	49750754
chr22:50293477-50293495	chr22	50293477	50293495
chr22:11338162-11338174	chr22	11338162	11338174
chr22:12883342-12883354	chr22	12883342	12883354
chr22:16932792-16932804	chr22	16932792	16932804
chr22:18971115-18971127	chr22	18971115	18971127
chr22:19175851-19175863	chr22	19175851	19175863
chr22:19464124-19464136	chr22	19464124	19464136
chr22:19879781-19879793	chr22	19879781	19879793
chr22:19909387-19909399	chr22	19909387	19909399
chr22:20239045-20239057	chr22	20239045	20239057
chr22:21166143-21166155	chr22	21166143	21166155
chr22:21250368-21250380	chr22	21250368	21250380
chr22:21573768-21573780	chr22	21573768	21573780
chr22:21622349-21622361	chr22	21622349	21622361
chr22:23185954-23185966	chr22	23185954	23185966
chr22:23805475-23805487	chr22	23805475	23805487
chr22:23896928-23896940	chr22	23896928	23896940
chr22:24431939-24431951	chr22	24431939	24431951
chr22:24432968-24432980	chr22	24432968	24432980
chr22:25488311-25488323	chr22	25488311	25488323
chr22:26786214-26786226	chr22	26786214	26786226
chr22:28791833-28791845	chr22	28791833	28791845
chr22:29084188-29084200	chr22	29084188	29084200
chr22:29084269-29084281	chr22	29084269	29084281
chr22:30442591-30442603	chr22	30442591	30442603
chr22:30536807-30536819	chr22	30536807	30536819
chr22:30706703-30706715	chr22	30706703	30706715
chr22:32540192-32540204	chr22	32540192	32540204
chr22:33242233-33242245	chr22	33242233	33242245
chr22:35127779-35127791	chr22	35127779	35127791
chr22:35308507-35308519	chr22	35308507	35308519
chr22:35345004-35345016	chr22	35345004	35345016
chr22:36180116-36180128	chr22	36180116	36180128
chr22:36282806-36282818	chr22	36282806	36282818
chr22:36453145-36453157	chr22	36453145	36453157
chr22:36900960-36900972	chr22	36900960	36900972
chr22:37647237-37647249	chr22	37647237	37647249
chr22:38348610-38348622	chr22	38348610	38348622
chr22:38860644-38860656	chr22	38860644	38860656
chr22:40408721-40408733	chr22	40408721	40408733
chr22:41927145-41927157	chr22	41927145	41927157
chr22:42214898-42214910	chr22	42214898	42214910
chr22:42269349-42269361	chr22	42269349	42269361
chr22:43241292-43241304	chr22	43241292	43241304
chr22:43517724-43517736	chr22	43517724	43517736
chr22:44551037-44551049	chr22	44551037	44551049
chr22:44710439-44710451	chr22	44710439	44710451
chr22:44718418-44718430	chr22	44718418	44718430
chr22:45057903-45057915	chr22	45057903	45057915
chr22:45064970-45064982	chr22	45064970	45064982
chr22:45919031-45919043	chr22	45919031	45919043
chr22:48559479-48559491	chr22	48559479	48559491
chr22:50306959-50306971	chr22	50306959	50306971
chr22:50525673-50525685	chr22	50525673	50525685
chr22:50530578-50530590	chr22	50530578	50530590
chr22:10743939-10743946	chr22	10743939	10743946
chr22:17469256-17469263	chr22	17469256	17469263
chr22:18971116-18971123	chr22	18971116	18971123
chr22:19879785-19879792	chr22	19879785	19879792
chr22:20239049-20239056	chr22	20239049	20239056
chr22:21760821-21760828	chr22	21760821	21760828
chr22:23714230-23714237	chr22	23714230	23714237
chr22:25718600-25718607	chr22	25718600	25718607
chr22:25888588-25888595	chr22	25888588	25888595
chr22:26458613-26458620	chr22	26458613	26458620
chr22:28791834-28791841	chr22	28791834	28791841
chr22:29196672-29196679	chr22	29196672	29196679
chr22:29207974-29207981	chr22	29207974	29207981
chr22:30536808-30536815	chr22	30536808	30536815
chr22:33242237-33242244	chr22	33242237	33242244
chr22:35401047-35401054	chr22	35401047	35401054
chr22:37610999-37611006	chr22	37610999	37611006
chr22:38348611-38348618	chr22	38348611	38348618
chr22:43517860-43517867	chr22	43517860	43517867
chr22:44718422-44718429	chr22	44718422	44718429
chr22:45057904-45057911	chr22	45057904	45057911
chr22:45268306-45268313	chr22	45268306	45268313
chr22:50331120-50331127	chr22	50331120	50331127
chr22:50622217-50622224	chr22	50622217	50622224
chr22:11631156-11631167	chr22	11631156	11631167
chr22:17436622-17436633	chr22	17436622	17436633
chr22:19764217-19764228	chr22	19764217	19764228
chr22:22043195-22043206	chr22	22043195	22043206
chr22:23858327-23858338	chr22	23858327	23858338
chr22:28749098-28749109	chr22	28749098	28749109
chr22:29717368-29717379	chr22	29717368	29717379
chr22:37592601-37592612	chr22	37592601	37592612
chr22:39051054-39051065	chr22	39051054	39051065
chr22:39809174-39809185	chr22	39809174	39809185
chr22:42185392-42185403	chr22	42185392	42185403
chr22:43090584-43090595	chr22	43090584	43090595
chr22:43517706-43517717	chr22	43517706	43517717
chr22:44044240-44044251	chr22	44044240	44044251
chr22:48555625-48555636	chr22	48555625	48555636
chr22:15037951-15037962	chr22	15037951	15037962
chr22:15511133-15511144	chr22	15511133	15511144
chr22:17037868-17037879	chr22	17037868	17037879
chr22:19724099-19724110	chr22	19724099	19724110
chr22:41927061-41927072	chr22	41927061	41927072
chr22:42177461-42177472	chr22	42177461	42177472
chr22:46070103-46070114	chr22	46070103	46070114
chr22:38967982-38967992	chr22	38967982	38967992
chr22:40179269-40179279	chr22	40179269	40179279
chr22:40504677-40504687	chr22	40504677	40504687
chr22:50622217-50622227	chr22	50622217	50622227
chr22:16911258-16911265	chr22	16911258	16911265
chr22:21170463-21170470	chr22	21170463	21170470
chr22:21251307-21251314	chr22	21251307	21251314
chr22:23836923-23836930	chr22	23836923	23836930
chr22:25967065-25967072	chr22	25967065	25967072
chr22:26643159-26643166	chr22	26643159	26643166
chr22:36015661-36015668	chr22	36015661	36015668
chr22:23135932-23135941	chr22	23135932	23135941
chr22:37053541-37053550	chr22	37053541	37053550
chr22:37805818-37805827	chr22	37805818	37805827
chr22:38754049-38754058	chr22	38754049	38754058
chr22:39176673-39176682	chr22	39176673	39176682
chr22:41286910-41286919	chr22	41286910	41286919
chr22:41468689-41468698	chr22	41468689	41468698
chr22:43086139-43086148	chr22	43086139	43086148
chr22:43111136-43111145	chr22	43111136	43111145
chr22:50530550-50530559	chr22	50530550	50530559
chr22:11585237-11585250	chr22	11585237	11585250
chr22:12090701-12090714	chr22	12090701	12090714
chr22:22904204-22904217	chr22	22904204	22904217
chr22:25420121-25420134	chr22	25420121	25420134
chr22:25420255-25420268	chr22	25420255	25420268
chr22:29084300-29084313	chr22	29084300	29084313
chr22:31230605-31230618	chr22	31230605	31230618
chr22:40055609-40055622	chr22	40055609	40055622
chr22:40453306-40453319	chr22	40453306	40453319
chr22:42674282-42674295	chr22	42674282	42674295
chr22:11041421-11041434	chr22	11041421	11041434
chr22:12076595-12076608	chr22	12076595	12076608
chr22:12871267-12871280	chr22	12871267	12871280
chr22:12898897-12898910	chr22	12898897	12898910
chr22:15195620-15195633	chr22	15195620	15195633
chr22:18078954-18078967	chr22	18078954	18078967
chr22:19731169-19731182	chr22	19731169	19731182
chr22:24768850-24768863	chr22	24768850	24768863
chr22:25773469-25773482	chr22	25773469	25773482
chr22:29211370-29211383	chr22	29211370	29211383
chr22:30348193-30348206	chr22	30348193	30348206
chr22:32041026-32041039	chr22	32041026	32041039
chr22:39533227-39533240	chr22	39533227	39533240
chr22:42172471-42172484	chr22	42172471	42172484
chr22:11580016-11580023	chr22	11580016	11580023
chr22:12076600-12076607	chr22	12076600	12076607
chr22:17480694-17480701	chr22	17480694	17480701
chr22:19731174-19731181	chr22	19731174	19731181
chr22:19909304-19909311	chr22	19909304	19909311
chr22:27981956-27981963	chr22	27981956	27981963
chr22:28909382-28909389	chr22	28909382	28909389
chr22:29269953-29269960	chr22	29269953	29269960
chr22:30311574-30311581	chr22	30311574	30311581
chr22:33808556-33808563	chr22	33808556	33808563
chr22:42172476-42172483	chr22	42172476	42172483
chr22:46971356-46971363	chr22	46971356	46971363
chr22:10953310-10953320	chr22	10953310	10953320
chr22:11036205-11036215	chr22	11036205	11036215
chr22:11036209-11036219	chr22	11036209	11036219
chr22:11036213-11036223	chr22	11036213	11036223
chr22:11338152-11338162	chr22	11338152	11338162
chr22:12090705-12090715	chr22	12090705	12090715
chr22:12137743-12137753	chr22	12137743	12137753
chr22:13715063-13715073	chr22	13715063	13715073
chr22:14025479-14025489	chr22	14025479	14025489
chr22:14124895-14124905	chr22	14124895	14124905
chr22:14384012-14384022	chr22	14384012	14384022
chr22:14622044-14622054	chr22	14622044	14622054
chr22:14684949-14684959	chr22	14684949	14684959
chr22:15027283-15027293	chr22	15027283	15027293
chr22:25133151-25133161	chr22	25133151	25133161
chr22:25420259-25420269	chr22	25420259	25420269
chr22:25773462-25773472	chr22	25773462	25773472
chr22:25773466-25773476	chr22	25773466	25773476
chr22:25773470-25773480	chr22	25773470	25773480
chr22:30349279-30349289	chr22	30349279	30349289
chr22:33808556-33808566	chr22	33808556	33808566
chr22:35050740-35050750	chr22	35050740	35050750
chr22:36482332-36482342	chr22	36482332	36482342
chr22:36529775-36529785	chr22	36529775	36529785
chr22:40376123-40376133	chr22	40376123	40376133
chr22:41859195-41859205	chr22	41859195	41859205
chr22:42172473-42172483	chr22	42172473	42172483
chr22:45222773-45222783	chr22	45222773	45222783
chr22:11580016-11580022	chr22	11580016	11580022
chr22:12076600-12076606	chr22	12076600	12076606
chr22:17480695-17480701	chr22	17480695	17480701
chr22:19731174-19731180	chr22	19731174	19731180
chr22:19909304-19909310	chr22	19909304	19909310
chr22:27981956-27981962	chr22	27981956	27981962
chr22:28909383-28909389	chr22	28909383	28909389
chr22:29269953-29269959	chr22	29269953	29269959
chr22:30311574-30311580	chr22	30311574	30311580
chr22:33808557-33808563	chr22	33808557	33808563
chr22:42172476-42172482	chr22	42172476	42172482
chr22:46971357-46971363	chr22	46971357	46971363
chr22:11019256-11019266	chr22	11019256	11019266
chr22:17842550-17842560	chr22	17842550	17842560
chr22:22936722-22936732	chr22	22936722	22936732
chr22:25625345-25625355	chr22	25625345	25625355
chr22:29154396-29154406	chr22	29154396	29154406
chr22:31662635-31662645	chr22	31662635	31662645
chr22:31829508-31829518	chr22	31829508	31829518
chr22:37984122-37984132	chr22	37984122	37984132
chr22:38502042-38502052	chr22	38502042	38502052
chr22:39332606-39332616	chr22	39332606	39332616
chr22:40453310-40453320	chr22	40453310	40453320
chr22:42263109-42263119	chr22	42263109	42263119
chr22:42555400-42555410	chr22	42555400	42555410
chr22:42923114-42923124	chr22	42923114	42923124
chr22:43089732-43089742	chr22	43089732	43089742
chr22:43904698-43904708	chr22	43904698	43904708
chr22:50273430-50273440	chr22	50273430	50273440
chr22:50540889-50540899	chr22	50540889	50540899
chr22:12557526-12557539	chr22	12557526	12557539
chr22:18640918-18640931	chr22	18640918	18640931
chr22:21165885-21165898	chr22	21165885	21165898
chr22:21982272-21982285	chr22	21982272	21982285
chr22:22935316-22935329	chr22	22935316	22935329
chr22:29154393-29154406	chr22	29154393	29154406
chr22:31662632-31662645	chr22	31662632	31662645
chr22:37529948-37529961	chr22	37529948	37529961
chr22:37984122-37984135	chr22	37984122	37984135
chr22:38502020-38502033	chr22	38502020	38502033
chr22:38502039-38502052	chr22	38502039	38502052
chr22:39332603-39332616	chr22	39332603	39332616
chr22:39902207-39902220	chr22	39902207	39902220
chr22:40453310-40453323	chr22	40453310	40453323
chr22:11927678-11927685	chr22	11927678	11927685
chr22:17842552-17842559	chr22	17842552	17842559
chr22:22936724-22936731	chr22	22936724	22936731
chr22:29154397-29154404	chr22	29154397	29154404
chr22:31662636-31662643	chr22	31662636	31662643
chr22:35124194-35124201	chr22	35124194	35124201
chr22:36565063-36565070	chr22	36565063	36565070
chr22:37984745-37984752	chr22	37984745	37984752
chr22:38502043-38502050	chr22	38502043	38502050
chr22:40453312-40453319	chr22	40453312	40453319
chr22:40818250-40818257	chr22	40818250	40818257
chr22:42263111-42263118	chr22	42263111	42263118
chr22:42923116-42923123	chr22	42923116	42923123
chr22:10716892-10716901	chr22	10716892	10716901
chr22:11683314-11683323	chr22	11683314	11683323
chr22:12096042-12096051	chr22	12096042	12096051
chr22:12153676-12153685	chr22	12153676	12153685
chr22:16063156-16063165	chr22	16063156	16063165
chr22:20393325-20393334	chr22	20393325	20393334
chr22:21767270-21767279	chr22	21767270	21767279
chr22:25362451-25362460	chr22	25362451	25362460
chr22:25749361-25749370	chr22	25749361	25749370
chr22:31792284-31792293	chr22	31792284	31792293
chr22:33247961-33247970	chr22	33247961	33247970
chr22:35128734-35128743	chr22	35128734	35128743
chr22:35148473-35148482	chr22	35148473	35148482
chr22:36017405-36017414	chr22	36017405	36017414
chr22:39268719-39268728	chr22	39268719	39268728
chr22:42031680-42031689	chr22	42031680	42031689
chr22:43000413-43000422	chr22	43000413	43000422
chr22:45722515-45722524	chr22	45722515	45722524
chr22:11689044-11689053	chr22	11689044	11689053
chr22:11699197-11699206	chr22	11699197	11699206
chr22:11816348-11816357	chr22	11816348	11816357
chr22:11919405-11919414	chr22	11919405	11919414
chr22:12166944-12166953	chr22	12166944	12166953
chr22:17171502-17171511	chr22	17171502	17171511
chr22:17781787-17781796	chr22	17781787	17781796
chr22:17996768-17996777	chr22	17996768	17996777
chr22:18078937-18078946	chr22	18078937	18078946
chr22:18578038-18578047	chr22	18578038	18578047
chr22:18958458-18958467	chr22	18958458	18958467
chr22:18970389-18970398	chr22	18970389	18970398
chr22:18970948-18970957	chr22	18970948	18970957
chr22:19026654-19026663	chr22	19026654	19026663
chr22:19059671-19059680	chr22	19059671	19059680
chr22:19176404-19176413	chr22	19176404	19176413
chr22:19524619-19524628	chr22	19524619	19524628
chr22:19740872-19740881	chr22	19740872	19740881
chr22:19759398-19759407	chr22	19759398	19759407
chr22:19820494-19820503	chr22	19820494	19820503
chr22:19852311-19852320	chr22	19852311	19852320
chr22:19853165-19853174	chr22	19853165	19853174
chr22:19879623-19879632	chr22	19879623	19879632
chr22:19909751-19909760	chr22	19909751	19909760
chr22:19974326-19974335	chr22	19974326	19974335
chr22:19987014-19987023	chr22	19987014	19987023
chr22:20122948-20122957	chr22	20122948	20122957
chr22:20123012-20123021	chr22	20123012	20123021
chr22:20132160-20132169	chr22	20132160	20132169
chr22:20298458-20298467	chr22	20298458	20298467
chr22:20508681-20508690	chr22	20508681	20508690
chr22:21032263-21032272	chr22	21032263	21032272
chr22:21056005-21056014	chr22	21056005	21056014
chr22:21360777-21360786	chr22	21360777	21360786
chr22:21417252-21417261	chr22	21417252	21417261
chr22:21421184-21421193	chr22	21421184	21421193
chr22:21446879-21446888	chr22	21446879	21446888
chr22:21632884-21632893	chr22	21632884	21632893
chr22:21698736-21698745	chr22	21698736	21698745
chr22:22168352-22168361	chr22	22168352	22168361
chr22:22558364-22558373	chr22	22558364	22558373
chr22:23129118-23129127	chr22	23129118	23129127
chr22:23145202-23145211	chr22	23145202	23145211
chr22:23262907-23262916	chr22	23262907	23262916
chr22:23291963-23291972	chr22	23291963	23291972
chr22:23676039-23676048	chr22	23676039	23676048
chr22:23897569-23897578	chr22	23897569	23897578
chr22:24118646-24118655	chr22	24118646	24118655
chr22:24167087-24167096	chr22	24167087	24167096
